                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                   2029,                0.17628,                0.24521,                0.14458,                0.81417,                0.94782,                0.98346,                0.99217,                0.95412,                0.94782,                0.98346,                0.99217,                 0.9683,                 0.2775,                0.62604,                0.27844,                0.92459,             0.00027316,             0.00027316,             0.00027316
                   2030,                0.18304,                0.22378,                 0.1497,                0.81211,                0.94804,                0.98315,                0.99217,                0.94771,                0.94804,                0.98315,                0.99217,                0.96542,                0.27586,                0.63128,                0.27649,                 0.9234,             0.00027247,             0.00027247,             0.00027247
                   2031,                0.18288,                0.26606,                0.15238,                0.80998,                0.94811,                0.98305,                0.99161,                0.95004,                0.94811,                0.98305,                0.99161,                0.96519,                 0.2735,                0.63383,                0.27368,                0.92397,             0.00027178,             0.00027178,             0.00027178
                   2032,                0.17184,                0.22617,                  0.145,                  0.808,                0.94824,                 0.9825,                0.99161,                0.95041,                0.94824,                 0.9825,                0.99161,                0.96463,                0.27421,                0.64492,                 0.2716,                0.92625,              0.0002711,              0.0002711,              0.0002711
                   2033,                 0.1853,                0.25352,                0.14288,                0.81212,                0.94818,                0.98237,                0.99087,                0.94976,                0.94818,                0.98237,                0.99087,                0.96378,                0.27381,                 0.6442,                0.27546,                0.92509,             0.00027041,             0.00027041,             0.00027041
                   2034,                0.17187,                0.22788,                0.13897,                0.81989,                0.94806,                0.98218,                0.99032,                0.94989,                0.94806,                0.98218,                0.99032,                0.96303,                 0.2741,                 0.6418,                0.27517,                0.92376,             0.00026972,             0.00026972,             0.00026972
                   2035,                 0.1636,                0.22232,                0.14189,                0.79428,                0.94819,                0.98214,                0.98958,                0.94616,                0.94819,                0.98214,                0.98958,                0.96241,                0.27515,                0.63496,                0.27335,                0.92235,             0.00026903,             0.00026903,             0.00026903
                   2036,                0.17858,                0.23403,                0.14471,                0.79812,                0.94881,                0.98214,                0.98884,                0.94467,                0.94881,                0.98214,                0.98884,                0.96289,                0.26513,                 0.6273,                0.27561,                0.91644,             0.00026835,             0.00026835,             0.00026835
                   2037,                0.16529,                0.21778,                0.13726,                0.80271,                0.94869,                0.98214,                0.98884,                0.94866,                0.94869,                0.98214,                0.98884,                0.96322,                0.26132,                0.62898,                0.27231,                0.91517,             0.00026766,             0.00026766,             0.00026766
                   2038,                0.17402,                0.24266,                0.14289,                0.81028,                0.94935,                0.98214,                0.98958,                0.94889,                0.94935,                0.98214,                0.98958,                0.96151,                0.25868,                0.62602,                 0.2685,                0.91458,             0.00026697,             0.00026697,             0.00026697
                   2039,                0.16765,                0.23684,                0.14053,                0.81373,                 0.9506,                0.98214,                0.98828,                0.94821,                 0.9506,                0.98214,                0.98828,                0.96017,                0.25704,                0.62026,                0.26816,                0.91339,             0.00026628,             0.00026628,             0.00026628
                   2040,                0.17523,                 0.2305,                0.14309,                0.81235,                0.95414,                0.98214,                0.99087,                0.95328,                0.95414,                0.98214,                0.99087,                0.96302,                0.25938,                 0.6189,                0.26464,                0.91695,             0.00026559,             0.00026559,             0.00026559
                   2041,                0.16829,                0.23555,                0.14047,                0.80605,                0.95354,                0.98214,                0.99161,                0.95434,                0.95354,                0.98214,                0.99161,                0.96361,                0.25978,                0.61331,                0.26265,                0.91746,             0.00026491,             0.00026491,             0.00026491
                   2042,                0.18047,                0.24592,                0.14574,                0.82006,                0.95469,                0.98214,                0.99161,                0.95184,                0.95469,                0.98214,                0.99161,                0.96333,                0.25934,                0.60877,                0.26324,                0.91795,             0.00026422,             0.00026422,             0.00026422
                   2043,                0.17622,                0.20939,                 0.1502,                0.81188,                0.95561,                0.98214,                0.99217,                0.95362,                0.95561,                0.98214,                0.99217,                0.96354,                0.26107,                0.60313,                0.26266,                0.91984,             0.00026353,             0.00026353,             0.00026353
                   2044,                0.17431,                0.22534,                0.14347,                 0.8067,                0.95704,                0.98214,                0.99217,                0.95211,                0.95704,                0.98214,                0.99217,                0.96608,                0.26404,                0.58723,                0.25791,                0.92359,             0.00026284,             0.00026284,             0.00026284
                   2045,                0.16986,                0.24436,                0.14108,                0.80341,                0.95727,                0.98214,                0.99217,                0.95211,                0.95727,                0.98214,                0.99217,                0.96596,                0.26431,                 0.5846,                0.25141,                0.92415,             0.00026216,             0.00026216,             0.00026216
                   2046,                0.17801,                0.23105,                  0.145,                0.82093,                0.95737,                0.98214,                0.99217,                0.95093,                0.95737,                0.98214,                0.99217,                0.96564,                0.26508,                0.58276,                0.25381,                0.92515,             0.00026147,             0.00026147,             0.00026147
                   2047,                0.16826,                0.23781,                0.13778,                 0.7969,                0.95742,                0.98214,                0.99217,                0.95095,                0.95742,                0.98214,                0.99217,                0.96585,                0.26606,                0.58357,                0.25752,                0.92612,             0.00026078,             0.00026078,             0.00026078
                   2048,                  0.173,                0.24167,                0.14705,                0.80564,                0.95756,                0.98214,                0.99217,                0.94217,                0.95756,                0.98214,                0.99217,                 0.9625,                0.26446,                0.58912,                0.25938,                0.92911,             0.00026009,             0.00026009,             0.00026009
                   2049,                0.17359,                0.24592,                0.14619,                0.80331,                0.95732,                0.98214,                0.99217,                0.94233,                0.95732,                0.98214,                0.99217,                0.96456,                0.26365,                0.59469,                0.26405,                0.93336,             0.00025941,             0.00025941,             0.00025941
                   2050,                0.17751,                0.25877,                0.14263,                 0.8071,                0.95719,                0.98214,                0.99217,                0.93931,                0.95719,                0.98214,                0.99217,                0.96442,                0.26389,                0.59643,                 0.2613,                0.93571,             0.00025872,             0.00025872,             0.00025872
                   2051,                0.17909,                0.23905,                 0.1394,                 0.8073,                0.95742,                0.98214,                0.99175,                0.94204,                0.95742,                0.98214,                0.99175,                0.96407,                0.26232,                0.59502,                0.25997,                0.93502,             0.00025803,             0.00025803,             0.00025803
                   2052,                0.17714,                0.21087,                 0.1451,                0.80613,                0.95805,                0.98214,                0.99175,                0.94725,                0.95805,                0.98214,                0.99175,                0.96471,                0.26339,                0.59584,                0.26684,                0.93757,             0.00025734,             0.00025734,             0.00025734
                   2053,                0.17811,                0.23449,                0.14107,                0.81159,                0.95853,                0.98214,                0.99175,                0.95121,                0.95853,                0.98214,                0.99175,                0.96593,                0.26381,                0.59384,                0.27193,                0.93811,             0.00025666,             0.00025666,             0.00025666
                   2054,                0.16753,                0.22084,                0.13689,                0.79784,                0.95892,                0.98214,                0.99175,                0.95359,                0.95892,                0.98214,                0.99175,                0.96684,                0.26408,                0.59273,                0.26926,                0.94146,             0.00025597,             0.00025597,             0.00025597
                   2055,                0.18112,                0.24681,                0.14631,                0.81239,                0.95918,                0.98214,                0.99175,                0.95666,                0.95918,                0.98214,                0.99175,                0.96796,                0.26443,                0.59315,                  0.263,                0.94675,             0.00025528,             0.00025528,             0.00025528
                   2056,                0.18176,                0.24106,                0.14186,                0.79958,                0.95924,                0.98214,                0.99175,                0.95974,                0.95924,                0.98214,                0.99175,                0.96619,                 0.2667,                0.59125,                0.26379,                0.95082,             0.00025459,             0.00025459,             0.00025459
                   2057,                0.18418,                0.22607,                0.14202,                0.81776,                0.95937,                0.98214,                0.99175,                0.96266,                0.95937,                0.98214,                0.99175,                0.96819,                0.26586,                0.59139,                0.26425,                0.95126,              0.0002539,              0.0002539,              0.0002539
                   2058,                0.17682,                0.22699,                0.14617,                0.80181,                0.95958,                0.98214,                0.99175,                 0.9559,                0.95958,                0.98214,                0.99175,                0.96602,                0.26419,                0.59041,                0.26582,                0.95089,             0.00025322,             0.00025322,             0.00025322
                   2059,                0.18166,                0.23411,                0.14432,                0.81448,                0.95979,                0.98214,                0.99175,                0.96154,                0.95979,                0.98214,                0.99175,                0.96467,                0.26181,                0.59172,                0.26676,                0.94951,             0.00025253,             0.00025253,             0.00025253
                   2060,                0.17637,                0.22789,                 0.1393,                0.80839,                0.96011,                0.98214,                0.99175,                0.96145,                0.96011,                0.98214,                0.99175,                0.96669,                0.26184,                 0.5985,                0.26258,                0.94573,             0.00025184,             0.00025184,             0.00025184
                   2061,                0.17378,                0.23331,                0.14192,                0.80517,                0.95994,                0.98214,                0.99175,                0.95879,                0.95994,                0.98214,                0.99175,                0.96684,                0.26189,                0.60237,                0.26331,                0.94419,             0.00025115,             0.00025115,             0.00025115
                   2062,                0.16863,                 0.2328,                0.14097,                 0.8048,                0.95978,                0.98214,                0.99175,                0.95306,                0.95978,                0.98214,                0.99175,                0.96481,                0.26126,                 0.6054,                0.26553,                0.94232,             0.00025047,             0.00025047,             0.00025047
                   2063,                0.18086,                0.24267,                0.15043,                0.80808,                0.95959,                0.98214,                0.99175,                 0.9479,                0.95959,                0.98214,                0.99175,                0.96466,                 0.2605,                0.60645,                0.26534,                0.93987,             0.00024978,             0.00024978,             0.00024978
                   2064,                0.16579,                0.24609,                0.14175,                0.79318,                0.95921,                0.98214,                0.99135,                0.95019,                0.95921,                0.98214,                0.99135,                0.96272,                0.26087,                0.61441,                0.26292,                0.94078,             0.00024909,             0.00024909,             0.00024909
                   2065,                0.16603,                0.21936,                0.13757,                0.80033,                0.95898,                0.98214,                0.99135,                 0.9579,                0.95898,                0.98214,                0.99135,                 0.9615,                0.26138,                0.61987,                0.26123,                0.94101,              0.0002484,              0.0002484,              0.0002484
                   2066,                 0.1877,                0.25361,                0.14746,                0.80774,                0.95897,                0.98214,                0.99135,                0.96154,                0.95897,                0.98214,                0.99135,                 0.9618,                0.26199,                0.62721,                0.26052,                0.94064,             0.00024772,             0.00024772,             0.00024772
                   2067,                0.18193,                0.23611,                0.14631,                0.82232,                0.95883,                0.98214,                0.99175,                0.95809,                0.95883,                0.98214,                0.99175,                0.96345,                 0.2616,                0.63257,                0.26137,                0.93887,             0.00024703,             0.00024703,             0.00024703
                   2068,                0.18449,                0.24305,                0.15078,                0.81422,                0.95899,                0.98214,                0.99175,                0.95734,                0.95899,                0.98214,                0.99175,                0.96273,                0.26253,                0.64444,                0.25815,                0.93685,             0.00024634,             0.00024634,             0.00024634
                   2069,                0.18527,                0.24763,                0.14975,                  0.814,                0.95916,                0.98214,                0.99175,                0.95711,                0.95916,                0.98214,                0.99175,                 0.9626,                0.27132,                0.64386,                0.25589,                0.94121,             0.00024565,             0.00024565,             0.00024565
                   2070,                0.19147,                0.22766,                0.15061,                0.81955,                0.95936,                0.98214,                0.99175,                0.95531,                0.95936,                0.98214,                0.99175,                0.96264,                0.27117,                0.64104,                0.25842,                0.94159,             0.00024497,             0.00024497,             0.00024497
                   2071,                0.18258,                0.22848,                 0.1443,                0.80886,                0.95949,                0.98214,                0.99175,                0.95518,                0.95949,                0.98214,                0.99175,                0.96395,                0.27119,                0.63742,                 0.2608,                0.94018,             0.00024428,             0.00024428,             0.00024428
                   2072,                0.18098,                0.25806,                0.14217,                0.81332,                 0.9599,                0.98214,                0.99175,                0.95316,                 0.9599,                0.98214,                0.99175,                 0.9647,                0.27495,                0.63816,                 0.2657,                 0.9452,             0.00024359,             0.00024359,             0.00024359
                   2073,                 0.1752,                0.22574,                0.14507,                0.80796,                0.95976,                0.98214,                0.99175,                0.95277,                0.95976,                0.98214,                0.99175,                0.96494,                0.27688,                0.63504,                0.26157,                0.94613,              0.0002429,              0.0002429,              0.0002429
                   2074,                 0.1787,                 0.2553,                0.14669,                0.81559,                0.95958,                0.98214,                0.99175,                 0.9529,                0.95958,                0.98214,                0.99175,                0.96507,                0.27959,                0.63072,                0.26404,                0.94609,             0.00024222,             0.00024222,             0.00024222
                   2075,                0.18725,                0.25274,                0.14968,                 0.8173,                0.95937,                0.98214,                0.99175,                  0.953,                0.95937,                0.98214,                0.99175,                0.96251,                0.28145,                0.62828,                0.26172,                0.94597,             0.00024153,             0.00024153,             0.00024153
                   2076,                0.18001,                0.23871,                0.15172,                0.80923,                0.95865,                0.98214,                0.99217,                0.95364,                0.95865,                0.98214,                0.99217,                0.96341,                0.28204,                0.62139,                0.26003,                0.94389,             0.00024084,             0.00024084,             0.00024084
                   2077,                0.16631,                0.21786,                0.14102,                0.80224,                0.95842,                0.98214,                0.99217,                0.95478,                0.95842,                0.98214,                0.99217,                0.96453,                0.28121,                0.61335,                0.26046,                0.94056,             0.00024015,             0.00024015,             0.00024015
                   2078,                0.16852,                0.23946,                0.13464,                0.79484,                0.95835,                0.98214,                0.99217,                0.95707,                0.95835,                0.98214,                0.99217,                0.96526,                0.27796,                0.60921,                0.26171,                0.93536,             0.00023946,             0.00023946,             0.00023946
                   2079,                0.17484,                0.22568,                0.14531,                0.81116,                0.95844,                0.98214,                0.99217,                0.95815,                0.95844,                0.98214,                0.99217,                0.96531,                0.27447,                0.59425,                0.26275,                 0.9297,             0.00023878,             0.00023878,             0.00023878
                   2080,                0.17582,                0.23547,                0.14113,                 0.8144,                0.95871,                0.98214,                0.99217,                0.95469,                0.95871,                0.98214,                0.99217,                0.96881,                 0.2685,                0.57949,                0.26672,                0.92258,             0.00023809,             0.00023809,             0.00023809
                   2081,                0.17408,                0.24625,                0.14155,                0.80361,                 0.9588,                0.98214,                0.99217,                0.95492,                 0.9588,                0.98214,                0.99217,                0.96889,                0.26671,                0.57667,                0.26566,                0.92111,              0.0002374,              0.0002374,              0.0002374
                   2082,                0.18847,                0.24136,                0.15403,                0.81046,                0.95879,                0.98214,                0.99217,                0.95449,                0.95879,                0.98214,                0.99217,                0.96886,                0.26811,                0.57563,                0.26406,                0.92065,             0.00023671,             0.00023671,             0.00023671
                   2083,                0.17787,                0.24188,                0.14973,                0.81077,                0.95876,                0.98214,                0.99217,                 0.9541,                0.95876,                0.98214,                0.99217,                0.96562,                0.26963,                0.57354,                0.26197,                0.92153,             0.00023603,             0.00023603,             0.00023603
                   2084,                0.18825,                0.24244,                0.15241,                0.81335,                0.95864,                0.98214,                0.99217,                0.95481,                0.95864,                0.98214,                0.99217,                0.97021,                0.27481,                0.57512,                0.26561,                0.92334,             0.00023534,             0.00023534,             0.00023534
                   2085,                0.16631,                0.21979,                0.13405,                 0.8216,                0.95851,                0.98214,                0.99217,                0.95448,                0.95851,                0.98214,                0.99217,                0.97011,                0.27557,                0.57798,                0.26711,                0.92484,             0.00023465,             0.00023465,             0.00023465
                   2086,                0.18263,                0.25837,                0.14606,                0.81376,                0.95835,                0.98214,                0.99217,                0.95411,                0.95835,                0.98214,                0.99217,                0.96857,                0.27673,                0.57817,                0.26813,                0.92783,             0.00023396,             0.00023396,             0.00023396
                   2087,                0.17845,                0.22597,                0.14435,                0.81415,                0.95823,                0.98214,                0.99217,                0.95913,                0.95823,                0.98214,                0.99217,                0.96827,                0.27529,                0.57542,                0.26717,                0.92911,             0.00023328,             0.00023328,             0.00023328
                   2088,                0.15801,                0.22607,                0.13406,                0.79082,                0.95786,                0.98214,                0.99175,                 0.9548,                0.95786,                0.98214,                0.99175,                0.96964,                 0.2732,                0.55888,                0.27307,                0.93264,             0.00023259,             0.00023259,             0.00023259
                   2089,                 0.1716,                0.22805,                 0.1426,                 0.8027,                0.95765,                0.98214,                0.99175,                0.95416,                0.95765,                0.98214,                0.99175,                 0.9687,                0.27414,                 0.5505,                0.27417,                0.93374,              0.0002319,              0.0002319,              0.0002319
                   2090,                 0.1862,                0.24301,                0.14631,                0.80476,                0.95746,                0.98214,                0.99175,                0.95417,                0.95746,                0.98214,                0.99175,                0.96905,                0.27524,                0.54754,                0.27347,                0.93595,             0.00023121,             0.00023121,             0.00023121
                   2091,                0.17517,                0.22776,                0.14077,                0.81268,                0.95733,                0.98214,                0.99175,                0.94978,                0.95733,                0.98214,                0.99175,                0.96924,                0.27561,                0.53745,                0.27467,                0.93584,             0.00023053,             0.00023053,             0.00023053
                   2092,                0.16209,                0.22511,                0.14691,                0.80117,                0.95708,                0.98214,                0.99175,                0.94793,                0.95708,                0.98214,                0.99175,                0.96716,                0.27716,                0.51494,                0.28493,                0.93505,             0.00022984,             0.00022984,             0.00022984
                   2093,                 0.1778,                0.24675,                0.15461,                0.81542,                0.95724,                0.98214,                0.99175,                0.94696,                0.95724,                0.98214,                0.99175,                0.96756,                0.27563,                 0.5116,                0.28143,                 0.9335,             0.00022915,             0.00022915,             0.00022915
                   2094,                0.16511,                0.23943,                0.14045,                0.80086,                0.95742,                0.98214,                0.99241,                0.94249,                0.95742,                0.98214,                0.99241,                0.96927,                0.27319,                0.50454,                0.28039,                0.93158,             0.00022846,             0.00022846,             0.00022846
                   2095,                0.16199,                0.23283,                0.13582,                0.81215,                0.91878,                0.98214,                0.98933,                0.94396,                0.91878,                0.98214,                0.98933,                0.96715,                 0.2678,                0.50422,                0.27954,                0.92762,             0.00022777,             0.00022777,             0.00022777
                   2096,                0.17734,                0.22781,                0.14958,                0.80355,                0.91837,                0.98214,                0.98976,                0.94478,                0.91837,                0.98214,                0.98976,                0.96691,                0.26171,                0.50846,                0.28021,                0.92203,             0.00022709,             0.00022709,             0.00022709
                   2097,                0.16675,                0.23729,                0.14119,                0.81167,                0.96135,                0.97921,                0.99283,                0.94581,                0.96135,                0.97921,                0.99283,                0.96834,                0.26207,                0.51667,                0.28489,                0.92199,              0.0002264,              0.0002264,              0.0002264
                   2098,                0.16669,                0.22302,                0.13839,                0.80436,                0.95935,                0.98214,                0.99283,                0.94596,                0.95935,                0.98214,                0.99283,                0.96817,                0.26322,                0.52981,                0.27968,                0.92323,             0.00022571,             0.00022571,             0.00022571
                   2099,                0.16916,                0.22889,                0.13838,                0.80044,                0.95923,                0.98214,                0.99283,                0.95063,                0.95923,                0.98214,                0.99283,                0.96807,                0.26263,                0.54276,                0.27845,                 0.9228,             0.00022502,             0.00022502,             0.00022502
                   2100,                0.16629,                0.23185,                0.14139,                0.82125,                0.95935,                0.98214,                0.99217,                0.94783,                0.95935,                0.98214,                0.99217,                0.96755,                0.26265,                0.56248,                0.27719,                0.92268,             0.00022434,             0.00022434,             0.00022434
                   2101,                0.16844,                0.21837,                 0.1388,                0.81395,                0.95945,                0.98214,                0.99217,                0.94912,                0.95945,                0.98214,                0.99217,                0.96737,                0.26222,                0.57058,                0.28285,                0.92685,             0.00022365,             0.00022365,             0.00022365
                   2102,                0.16988,                0.22554,                0.13922,                0.79792,                0.95958,                0.98214,                0.99217,                0.94812,                0.95958,                0.98214,                0.99217,                 0.9676,                0.26182,                 0.5772,                0.28732,                 0.9273,             0.00022296,             0.00022296,             0.00022296
                   2103,                0.18689,                0.22839,                0.14905,                0.81732,                0.95941,                0.98214,                0.99217,                0.94985,                0.95941,                0.98214,                0.99217,                0.96669,                0.26134,                0.58586,                0.28584,                0.92754,             0.00022227,             0.00022227,             0.00022227
                   2104,                0.16138,                0.21878,                0.13673,                0.79326,                0.95909,                0.98214,                0.99175,                0.94514,                0.95909,                0.98214,                0.99175,                 0.9663,                0.27125,                0.61636,                0.28447,                0.93502,             0.00022159,             0.00022159,             0.00022159
                   2105,                0.17499,                0.24824,                0.13591,                 0.8002,                0.95892,                0.98214,                0.99175,                0.94121,                0.95892,                0.98214,                0.99175,                0.96366,                0.27931,                0.63412,                0.28747,                0.94383,              0.0002209,              0.0002209,              0.0002209
                   2106,                0.18368,                0.26383,                0.14017,                 0.8022,                0.95885,                0.98214,                0.99175,                0.94083,                0.95885,                0.98214,                0.99175,                0.96264,                0.27963,                0.64666,                0.28531,                0.94801,             0.00022021,             0.00022021,             0.00022021
                   2107,                0.16331,                0.22097,                0.13878,                0.79664,                0.95874,                0.98214,                0.99175,                0.94279,                0.95874,                0.98214,                0.99175,                0.96531,                0.28066,                0.65023,                0.28043,                0.94943,             0.00021952,             0.00021952,             0.00021952
                   2108,                0.16183,                0.22497,                 0.1362,                0.80847,                0.95846,                0.98214,                0.99175,                0.94271,                0.95846,                0.98214,                0.99175,                  0.962,                0.28163,                0.64364,                0.27607,                0.94941,             0.00021884,             0.00021884,             0.00021884
                   2109,                0.17018,                0.23915,                0.13959,                0.80863,                 0.9582,                0.98214,                0.99175,                0.94005,                 0.9582,                0.98214,                0.99175,                 0.9652,                0.28197,                0.62933,                 0.2713,                0.95051,             0.00021815,             0.00021815,             0.00021815
                   2110,                0.17211,                0.22646,                0.14106,                0.80939,                0.95797,                0.98214,                0.99175,                0.94725,                0.95797,                0.98214,                0.99175,                0.96798,                0.28337,                  0.618,                0.27256,                0.95112,             0.00021746,             0.00021746,             0.00021746
                   2111,                0.18002,                0.23641,                0.14568,                0.81028,                0.95754,                0.98214,                0.99175,                0.94414,                0.95754,                0.98214,                0.99175,                0.96538,                0.27812,                0.60565,                0.27065,                0.94944,             0.00021677,             0.00021677,             0.00021677
                   2112,                 0.1677,                0.23402,                0.14125,                0.80419,                0.95689,                0.98214,                0.99241,                0.94992,                0.95689,                0.98214,                0.99241,                0.96603,                0.27985,                0.58231,                0.25758,                0.96258,             0.00021608,             0.00021608,             0.00021608
                   2113,                0.17074,                0.22192,                0.13705,                0.80988,                0.95663,                0.98214,                0.99175,                0.94886,                0.95663,                0.98214,                0.99175,                0.96511,                0.27271,                 0.5784,                0.25843,                 0.9484,              0.0002154,              0.0002154,              0.0002154
                   2114,                0.16632,                0.22413,                0.13462,                0.80566,                0.95663,                0.98214,                0.99175,                 0.9413,                0.95663,                0.98214,                0.99175,                0.96584,                0.27024,                0.57677,                0.25879,                0.94663,             0.00021471,             0.00021471,             0.00021471
                   2115,                0.18487,                 0.2717,                 0.1524,                0.80389,                0.95664,                0.98214,                0.99175,                0.94074,                0.95664,                0.98214,                0.99175,                0.96173,                0.27037,                 0.5782,                0.25633,                0.94513,             0.00021402,             0.00021402,             0.00021402
                   2116,                 0.1534,                0.20812,                0.12973,                0.80991,                 0.9565,                0.98214,                0.99175,                 0.9429,                 0.9565,                0.98214,                0.99175,                0.95891,                0.27167,                0.58912,                 0.2587,                0.94585,             0.00021333,             0.00021333,             0.00021333
                   2117,                0.15569,                0.21447,                0.12999,                0.80335,                0.95636,                0.98214,                0.99175,                0.93927,                0.95636,                0.98214,                0.99175,                0.95861,                0.27226,                0.59867,                 0.2582,                0.94671,             0.00021265,             0.00021265,             0.00021265
                   2118,                 0.1761,                0.22661,                0.14063,                0.80265,                0.95594,                0.98213,                0.99175,                0.93913,                0.95594,                0.98213,                0.99175,                0.95836,                0.27319,                0.61091,                0.26313,                 0.9471,             0.00021196,             0.00021196,             0.00021196
                   2119,                0.16803,                0.23377,                 0.1422,                0.80556,                0.95562,                0.98173,                0.99175,                0.94588,                0.95562,                0.98173,                0.99175,                0.95802,                0.27735,                0.61805,                0.26609,                0.94888,             0.00021127,             0.00021127,             0.00021127
                   2120,                0.17473,                0.22945,                0.14245,                0.81228,                0.95474,                0.98112,                0.99175,                0.94418,                0.95474,                0.98112,                0.99175,                0.95879,                0.28748,                0.62579,                0.27628,                0.95024,             0.00021058,             0.00021058,             0.00021058
                   2121,                0.16922,                0.22503,                0.13787,                0.80131,                0.95437,                0.98089,                0.99175,                0.94313,                0.95437,                0.98089,                0.99175,                0.96384,                0.29438,                0.62767,                  0.277,                0.95379,              0.0002099,              0.0002099,              0.0002099
                   2122,                0.18321,                0.23792,                0.14163,                0.82151,                0.95396,                0.98074,                0.99175,                0.94268,                0.95396,                0.98074,                0.99175,                0.96366,                0.29581,                0.62566,                 0.2725,                0.95508,             0.00020921,             0.00020921,             0.00020921
